Image,Class,Flag,Recaptured_Probability
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3160_1701004001_WC_22012035222522_2025-04-10R1042025030325.jpeg,not_recaptured,0,0.5621285
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3161_1701004001_WC_22012035222522_2025-04-10R1042025030347.jpeg,recaptured,0,0.2769365
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3162_1701004001_WC_22012035222523_2025-04-10R1042025030357.jpeg,not_recaptured,1,0.88222265
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3163_1701004001_WC_22012035222523_2025-04-10R1042025030403.jpeg,not_recaptured,0,0.82025105
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3164_1701004001_WC_22012035222523_2025-04-10R1042025030412.jpeg,recaptured,0,0.49636418
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3165_1701006004_LD_22012034947989_2025-04-10R1042025074422.jpeg,not_recaptured,1,0.9396449
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3166_1701004001_WC_22012035222523_2025-04-10R1042025030503.jpeg,not_recaptured,0,0.72098666
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3166_1701006004_LD_22012034947989_2025-04-10R1042025082303.jpeg,not_recaptured,1,0.9960783
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3167_1701004001_WC_22012035222523_2025-04-10R1042025030519.jpeg,not_recaptured,0,0.78783226
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3167_1701006004_LD_22012034947989_2025-04-10R1042025082309.jpeg,not_recaptured,1,0.96082944
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3168_1701004001_WC_22012035222523_2025-04-10R1042025030528.jpeg,recaptured,0,0.23227417
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3168_1701006004_LD_22012034947989_2025-04-10R1042025082314.jpeg,not_recaptured,1,0.9948087
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3169_1701004001_WC_22012035222523_2025-04-10R1042025030547.jpeg,recaptured,0,0.4828817
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3169_1701006004_LD_22012034947989_2025-04-10R1042025082319.jpeg,not_recaptured,1,0.99167144
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\316_1702004023_WC_22012035021199_2025-04-10R1042025072323.jpeg,not_recaptured,1,0.8600947
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\316_1702004023_WC_22012035021199_2025-04-10R1042025084007.jpeg,not_recaptured,1,0.9142079
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\316_1716004048_RC_22012034839268_2025-04-10R1042025070441.jpeg,not_recaptured,1,0.9822057
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\316_1716004048_RC_22012034839268_2025-04-10R1042025112914.jpeg,not_recaptured,0,0.84850115
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3170_1701004001_WC_22012035222523_2025-04-10R1042025030559.jpeg,not_recaptured,0,0.7711097
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3170_1701006004_LD_22012034947989_2025-04-10R1042025082325.jpeg,not_recaptured,1,0.9940638
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3171_1701004001_WC_22012035222523_2025-04-10R1042025030610.jpeg,not_recaptured,1,0.89021254
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3171_1701006004_LD_22012034947989_2025-04-10R1042025082337.jpeg,not_recaptured,1,0.99747026
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3172_1701004001_WC_22012035222524_2025-04-10R1042025030619.jpeg,not_recaptured,1,0.8949831
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3172_1701006004_LD_22012034947989_2025-04-10R1042025082349.jpeg,not_recaptured,1,0.9963955
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3173_1701006004_LD_22012034947989_2025-04-10R1042025082357.jpeg,not_recaptured,1,0.9503937
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3174_1701004001_WC_22012035222524_2025-04-10R1042025030635.jpeg,not_recaptured,1,0.8916089
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3174_1701006004_LD_22012034947989_2025-04-10R1042025082402.jpeg,not_recaptured,1,0.9208709
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3175_1701004001_WC_22012035222524_2025-04-10R1042025030645.jpeg,not_recaptured,1,0.91000694
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3175_1701006004_LD_22012034947991_2025-04-10R1042025070347.jpeg,not_recaptured,1,0.99697375
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3176_1701006004_LD_22012034947991_2025-04-10R1042025070357.jpeg,not_recaptured,1,0.984797
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3177_1701004001_WC_22012035222524_2025-04-10R1042025030708.jpeg,not_recaptured,0,0.7612434
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3177_1701006004_LD_22012034947991_2025-04-10R1042025070402.jpeg,not_recaptured,1,0.99705493
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3178_1701004001_WC_22012035222524_2025-04-10R1042025030721.jpeg,not_recaptured,0,0.814111
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3178_1701006004_LD_22012034947991_2025-04-10R1042025070408.jpeg,not_recaptured,1,0.9848986
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3179_1701006004_LD_22012034947991_2025-04-10R1042025070414.jpeg,not_recaptured,1,0.95206213
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\317_1702004023_WC_22012035021199_2025-04-10R1042025072328.jpeg,not_recaptured,1,0.91445297
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\317_1702004023_WC_22012035021199_2025-04-10R1042025083959.jpeg,not_recaptured,0,0.7052815
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\317_1710009045_WC_22012035257147_2025-04-10R1042025041034.jpeg,recaptured,0,0.029323211
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\317_1712001080_WC_22012035250068_2025-04-10R1042025110816.jpeg,not_recaptured,1,0.9978206
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3180_1701004001_WC_22012035222524_2025-04-10R1042025030746.jpeg,not_recaptured,0,0.6575078
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3180_1701006004_LD_22012034947991_2025-04-10R1042025070433.jpeg,not_recaptured,1,0.9055095
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3181_1701004001_WC_22012035222524_2025-04-10R1042025030801.jpeg,not_recaptured,0,0.8457966
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3181_1701006004_LD_22012034947991_2025-04-10R1042025070500.jpeg,not_recaptured,1,0.90298927
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3182_1701004001_WC_22012035222524_2025-04-10R1042025030810.jpeg,not_recaptured,0,0.54431844
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3182_1701006004_LD_22012034947991_2025-04-10R1042025070506.jpeg,not_recaptured,1,0.9750524
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3183_1701004001_WC_22012035219307_2025-04-10R1042025021238.jpeg,not_recaptured,1,0.89646703
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3183_1701006004_LD_22012034947991_2025-04-10R1042025070511.jpeg,not_recaptured,1,0.98260975
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3184_1701004001_WC_22012035219307_2025-04-10R1042025021244.jpeg,not_recaptured,1,0.980775
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3184_1701006004_LD_22012034947991_2025-04-10R1042025070521.jpeg,not_recaptured,1,0.91984636
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3185_1701004001_WC_22012035219307_2025-04-10R1042025021314.jpeg,not_recaptured,1,0.99064016
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3185_1701006004_LD_22012034947991_2025-04-10R1042025070526.jpeg,not_recaptured,1,0.9871558
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3186_1701006004_LD_22012034947991_2025-04-10R1042025070539.jpeg,not_recaptured,1,0.95196784
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3187_1701004001_WC_22012035219307_2025-04-10R1042025021404.jpeg,not_recaptured,0,0.7696926
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3187_1701006004_LD_22012034947991_2025-04-10R1042025070543.jpeg,not_recaptured,1,0.9918434
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3188_1701004001_WC_22012035219307_2025-04-10R1042025021500.jpeg,not_recaptured,1,0.98840195
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3188_1701006004_WC_22012035228666_2025-04-10R1042025063221.jpeg,not_recaptured,1,0.9173024
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3189_1701004001_WC_22012035219307_2025-04-10R1042025021513.jpeg,not_recaptured,1,0.87482667
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3189_1701006004_WC_22012035228666_2025-04-10R1042025063227.jpeg,not_recaptured,1,0.9936149
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\318_1710009045_WC_22012035257147_2025-04-10R1042025041040.jpeg,recaptured,0,0.024967298
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\318_1723002011_RC_22012034836262_2025-04-10R1042025015644.jpeg,not_recaptured,1,0.99249023
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\318_1731003036_RC_22012034838405_2025-04-10R1042025035536.jpeg,not_recaptured,1,0.99319047
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\318_1731003036_RC_22012034838405_2025-04-10R1042025103617.jpeg,not_recaptured,1,0.99365145
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3190_1701004001_WC_22012035219307_2025-04-10R1042025021522.jpeg,not_recaptured,1,0.9328719
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3190_1701006004_WC_22012035228666_2025-04-10R1042025063232.jpeg,not_recaptured,1,0.9927489
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3191_1701004001_WC_22012035219307_2025-04-10R1042025021537.jpeg,not_recaptured,1,0.9660672
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3191_1701006004_WC_22012035228666_2025-04-10R1042025063236.jpeg,not_recaptured,1,0.9861551
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3192_1701006004_WC_22012035228666_2025-04-10R1042025063248.jpeg,not_recaptured,1,0.8814938
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3194_1701006004_WC_22012035228665_2025-04-10R1042025062055.jpeg,not_recaptured,0,0.7945994
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3195_1701006004_WC_22012035228665_2025-04-10R1042025062059.jpeg,not_recaptured,1,0.9615791
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3196_1701006004_WC_22012035228665_2025-04-10R1042025062104.jpeg,not_recaptured,1,0.8869005
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3197_1701004001_WC_22012035104557_2025-04-10R1042025021218.jpeg,not_recaptured,1,0.97864425
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3197_1701006004_WC_22012035228665_2025-04-10R1042025062108.jpeg,not_recaptured,1,0.9949209
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3198_1701004001_WC_22012035104557_2025-04-10R1042025021226.jpeg,not_recaptured,1,0.97899413
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3198_1701006004_WC_22012035228665_2025-04-10R1042025062116.jpeg,not_recaptured,1,0.98901933
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3199_1701004001_WC_22012035104557_2025-04-10R1042025021232.jpeg,not_recaptured,0,0.59593856
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3199_1701006004_LD_22012034947999_2025-04-10R1042025073121.jpeg,not_recaptured,1,0.91939926
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\31_1710004035_LD_22012034947742_2025-04-10R1042025083501.jpeg,not_recaptured,1,0.99112433
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\31_1712002021_WC_22012035193138_2025-04-10R1042025054652.jpeg,not_recaptured,1,0.99724686
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\31_1712002021_WC_22012035193138_2025-04-10R1042025110342.jpeg,not_recaptured,1,0.9989341
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\31_1724005011_DP_22012034580055_2025-04-10R1042025101333.jpeg,not_recaptured,1,0.9972589
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3200_1701006004_LD_22012034947999_2025-04-10R1042025092300.jpeg,not_recaptured,1,0.9582773
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3201_1701006004_LD_22012034947999_2025-04-10R1042025092202.jpeg,not_recaptured,1,0.8807014
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3202_1701006004_LD_22012034947999_2025-04-10R1042025092154.jpeg,not_recaptured,1,0.89768463
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3203_1701006004_LD_22012034947999_2025-04-10R1042025092144.jpeg,not_recaptured,1,0.95199794
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3204_1701006004_LD_22012034947999_2025-04-10R1042025092136.jpeg,not_recaptured,1,0.9488206
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3205_1701006004_LD_22012034947999_2025-04-10R1042025092128.jpeg,not_recaptured,1,0.92851394
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3206_1701006004_LD_22012034947999_2025-04-10R1042025092121.jpeg,not_recaptured,1,0.98944306
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3207_1701006004_LD_22012034947999_2025-04-10R1042025092110.jpeg,not_recaptured,1,0.99548066
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3208_1701006004_LD_22012034947999_2025-04-10R1042025092105.jpeg,not_recaptured,1,0.9846615
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3209_1701006004_LD_22012034947999_2025-04-10R1042025092051.jpeg,not_recaptured,1,0.9576297
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1707005061_RC_22012034836682_2025-04-10R1042025061501.jpeg,recaptured,0,0.26205465
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1710003041_AV_22012034651329_2025-04-10R1042025075450.jpeg,recaptured,0,0.14516711
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1710003041_AV_22012034651329_2025-04-10R1042025090830.jpeg,not_recaptured,1,0.99633515
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1710009045_LD_22012034948429_2025-04-10R1042025042821.jpeg,recaptured,0,0.054245986
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1731003036_RC_22012034838407_2025-04-10R1042025035545.jpeg,not_recaptured,1,0.99834156
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\320_1731003036_RC_22012034838407_2025-04-10R1042025103629.jpeg,not_recaptured,1,0.9871023
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3210_1701006004_LD_22012034947999_2025-04-10R1042025092046.jpeg,not_recaptured,1,0.9741211
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3211_1701006004_LD_22012034947999_2025-04-10R1042025092040.jpeg,not_recaptured,0,0.7605109
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3212_1701006004_LD_22012034947990_2025-04-10R1042025071906.jpeg,not_recaptured,1,0.9571316
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3213_1701006004_LD_22012034947990_2025-04-10R1042025071946.jpeg,not_recaptured,1,0.96465886
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3214_1701006004_LD_22012034947990_2025-04-10R1042025071951.jpeg,not_recaptured,0,0.82984066
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3215_1701006004_LD_22012034947990_2025-04-10R1042025071956.jpeg,not_recaptured,1,0.94381595
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3216_1701006004_LD_22012034947990_2025-04-10R1042025072004.jpeg,not_recaptured,1,0.9856985
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3217_1701006004_LD_22012034947990_2025-04-10R1042025072011.jpeg,not_recaptured,1,0.92329603
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3218_1701006004_LD_22012034947990_2025-04-10R1042025072016.jpeg,not_recaptured,1,0.976508
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\NMMS PHOTOS OF 10TH APRIL\NMMS PHOTOS OF 10TH APRIL\3219_1701006004_LD_22012034947990_2025-04-10R1042025072022.jpeg,not_recaptured,1,0.99256635
