Image,Class,Recaptured_Probability,Flag
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_1608014001_LD_674009_2025-02-27R2722025094622.jpeg,clear,-5.6513261795043945,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_1609006004_LD_660423_2025-02-20R2022025090510.jpeg,clear,-5.8576250076293945,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_1610006003_LD_670227_2025-02-21R2122025094931.jpeg,clear,-5.364663600921631,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_1610006003_LD_670227_2025-02-24R2422025093836.jpeg,clear,-5.986557483673096,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_1610006003_LD_670227_2025-02-25R2522025093439.jpeg,clear,-5.281895637512207,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-22R2222025101540.jpeg,clear,-5.495843410491943,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-23R2322025102912.jpeg,clear,-5.205554008483887,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-24R2422025104559.jpeg,clear,-5.091883182525635,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-26R2622025103206.jpeg,clear,-5.849603652954102,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-27R2722025032518.jpeg,clear,-4.2730536460876465,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-02-28R2822025024825.jpeg,clear,-6.321963310241699,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-03-01R132025102409.jpeg,clear,-5.811335563659668,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-03-02R232025031134.jpeg,clear,-5.94181489944458,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10224_2007007012_IC_57597_2025-03-03R332025010701.jpeg,clear,-4.950992584228516,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1602001007_LD_675116_2025-02-19R1922025094212.jpeg,clear,-4.37822961807251,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1602001007_LD_675116_2025-02-20R2022025093603.jpeg,clear,-5.271554470062256,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1605004001_LD_651623_2025-02-28R2822025112720.jpeg,clear,-5.807114601135254,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-20R2022025091346.jpeg,clear,-4.928110599517822,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-21R2122025091558.jpeg,clear,-4.491810321807861,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-22R2222025091428.jpeg,clear,-4.79225492477417,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-23R2322025091435.jpeg,clear,-5.734921932220459,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-24R2422025091743.jpeg,clear,-5.460966110229492,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-25R2522025091045.jpeg,clear,-5.119572162628174,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-26R2622025091130.jpeg,clear,-3.9163458347320557,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1608014001_LD_674009_2025-02-27R2722025094635.jpeg,clear,-5.100790977478027,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-21R2122025095501.jpeg,clear,-5.615473747253418,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041515.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041531.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041542.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041653.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041701.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025041843.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025043146.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025043159.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025043213.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025101758.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102103.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102134.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102151.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102217.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102241.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102302.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102738.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102747.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102756.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102807.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102905.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102918.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102927.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102935.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025102943.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025103010.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025103044.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-22R2222025103216.jpeg,clear,-5.515844345092773,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-24R2422025100334.jpeg,clear,-6.287936687469482,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-25R2522025093904.jpeg,clear,-5.028745651245117,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-27R2722025094527.jpeg,clear,-6.184220314025879,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609002006_WC_GIS_80399_2025-02-28R2822025100944.jpeg,clear,-6.500171184539795,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1609006004_LD_660423_2025-02-20R2022025090529.jpeg,clear,-5.773549556732178,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1610006003_LD_670227_2025-02-21R2122025094941.jpeg,clear,-6.013401508331299,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1610006003_LD_670227_2025-02-24R2422025093909.jpeg,clear,-5.063985824584961,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_1610006003_LD_670227_2025-02-25R2522025093455.jpeg,clear,-5.41303014755249,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-22R2222025101545.jpeg,clear,-4.4624786376953125,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-23R2322025102926.jpeg,clear,-4.963564395904541,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-24R2422025104609.jpeg,clear,-6.251734256744385,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-26R2622025103215.jpeg,clear,-5.4469194412231445,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-27R2722025032534.jpeg,clear,-5.7431440353393555,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-02-28R2822025024830.jpeg,clear,-4.8511738777160645,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-03-01R132025102415.jpeg,clear,-6.096167087554932,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-03-02R232025031140.jpeg,clear,-5.5367279052734375,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10225_2007007012_IC_57597_2025-03-03R332025010707.jpeg,clear,-5.442098617553711,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1602001007_LD_675116_2025-02-19R1922025094221.jpeg,clear,-4.26287317276001,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1602001007_LD_675116_2025-02-20R2022025093612.jpeg,clear,-4.124466896057129,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1605004001_LD_651623_2025-02-28R2822025112727.jpeg,clear,-4.967304706573486,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1608014004_FP_414055_2025-02-19R1922025094042.jpeg,clear,-4.1594719886779785,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1608014004_FP_414055_2025-02-19R1922025094106.jpeg,clear,-4.1594719886779785,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-21R2122025095550.jpeg,clear,-5.350947380065918,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-22R2222025102831.jpeg,clear,-6.353488922119141,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-24R2422025100349.jpeg,clear,-5.227855205535889,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-25R2522025093921.jpeg,clear,-5.182466983795166,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-27R2722025094603.jpeg,clear,-4.106573581695557,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_1609002006_WC_GIS_80399_2025-02-28R2822025101015.jpeg,clear,-6.103034973144531,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-22R2222025101554.jpeg,clear,-4.663937568664551,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-23R2322025102946.jpeg,clear,-5.923354148864746,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-24R2422025104624.jpeg,clear,-5.533030986785889,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-26R2622025103227.jpeg,clear,-5.634140968322754,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-27R2722025032555.jpeg,clear,-5.8109965324401855,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-02-28R2822025024835.jpeg,clear,-6.4729790687561035,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-03-01R132025102423.jpeg,clear,-5.189418792724609,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-03-02R232025031145.jpeg,clear,-5.4905009269714355,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10226_2007007012_IC_57597_2025-03-03R332025010712.jpeg,clear,-5.794981956481934,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-21R2122025093623.jpeg,clear,-4.5597405433654785,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-22R2222025094324.jpeg,clear,-4.2134199142456055,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-24R2422025094522.jpeg,clear,-4.002956390380859,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-25R2522025094503.jpeg,clear,-5.438177585601807,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-26R2622025093903.jpeg,clear,-4.200925827026367,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1602001007_LD_675116_2025-02-27R2722025094505.jpeg,clear,-5.68975305557251,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1605004005_LD_671036_2025-02-19R1922025094805.jpeg,clear,-5.223379135131836,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1605004005_LD_671036_2025-02-21R2122025092320.jpeg,clear,-4.639177322387695,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1605004005_LD_671036_2025-02-22R2222025092829.jpeg,clear,-5.248876571655273,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1605004005_LD_671036_2025-02-24R2422025092259.jpeg,clear,-6.32761812210083,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1608014004_FP_414055_2025-02-19R1922025094120.jpeg,clear,-4.73946475982666,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1609002006_WC_GIS_80399_2025-02-24R2422025100404.jpeg,clear,-4.8791279792785645,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1609002006_WC_GIS_80399_2025-02-25R2522025093944.jpeg,clear,-6.112784385681152,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1609002006_WC_GIS_80399_2025-02-27R2722025094626.jpeg,clear,-6.5800557136535645,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_1609002006_WC_GIS_80399_2025-02-28R2822025101045.jpeg,clear,-5.940317630767822,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-22R2222025101604.jpeg,clear,-5.9596076011657715,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-23R2322025102954.jpeg,clear,-6.4004082679748535,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-24R2422025104635.jpeg,clear,-4.930304527282715,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-26R2622025103245.jpeg,clear,-6.139171600341797,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-27R2722025032607.jpeg,clear,-5.160669803619385,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-02-28R2822025024841.jpeg,clear,-6.6588134765625,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-03-01R132025102431.jpeg,clear,-6.316079139709473,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-03-02R232025031150.jpeg,clear,-6.083200931549072,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10227_2007007012_IC_57597_2025-03-03R332025010717.jpeg,clear,-4.973188877105713,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-21R2122025093635.jpeg,clear,-4.014668941497803,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-22R2222025094333.jpeg,clear,-5.4259033203125,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-24R2422025094530.jpeg,clear,-4.859482765197754,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-25R2522025094515.jpeg,clear,-5.836862087249756,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-26R2622025093914.jpeg,clear,-4.787441253662109,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1602001007_LD_675116_2025-02-27R2722025094517.jpeg,clear,-4.722012519836426,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1605004005_LD_671036_2025-02-19R1922025094821.jpeg,clear,-4.509085655212402,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1605004005_LD_671036_2025-02-21R2122025092336.jpeg,clear,-4.1009840965271,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1605004005_LD_671036_2025-02-22R2222025092849.jpeg,clear,-5.717649459838867,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1605004005_LD_671036_2025-02-24R2422025092318.jpeg,clear,-5.420145034790039,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1607008003_LD_654512_2025-02-19R1922025084918.jpeg,clear,-5.357133388519287,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1607008003_LD_654512_2025-02-20R2022025084017.jpeg,clear,-5.53126335144043,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1607008003_LD_654512_2025-02-21R2122025084448.jpeg,clear,-4.627463340759277,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1607008003_LD_654512_2025-02-22R2222025085016.jpeg,clear,-3.7308602333068848,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1608014001_LD_669120_2025-02-19R1922025095254.jpeg,clear,-4.421681880950928,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_1608014001_LD_669120_2025-02-20R2022025093752.jpeg,clear,-3.7052254676818848,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-22R2222025101610.jpeg,clear,-5.078885078430176,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-23R2322025103001.jpeg,clear,-4.960705757141113,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-24R2422025104643.jpeg,clear,-5.167241096496582,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-26R2622025103253.jpeg,clear,-5.719842910766602,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-27R2722025032637.jpeg,clear,-6.130475997924805,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-02-28R2822025024846.jpeg,clear,-4.728997230529785,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-03-01R132025102437.jpeg,clear,-5.680265426635742,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-03-02R232025031156.jpeg,clear,-4.961460590362549,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10228_2007007012_IC_57597_2025-03-03R332025010722.jpeg,clear,-4.817604064941406,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10229_1602001007_LD_550323_2025-02-19R1922025085410.jpeg,clear,-5.016369342803955,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10229_1602001007_LD_550323_2025-02-20R2022025085715.jpeg,clear,-4.626101970672607,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10229_1605004005_LD_671036_2025-02-25R2522025092544.jpeg,clear,-4.743566513061523,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10229_1605004005_LD_671036_2025-02-26R2622025091631.jpeg,clear,-5.475135803222656,
C:\Users\arpitasharma2\OneDrive - Deloitte (O365D)\Desktop\DIU\SNAP\SNAP\10229_1605004005_LD_671036_2025-02-27R2722025092141.jpeg,clear,-5.384925365447998,
